model,distr,n,p,df,interm_lvl,shape_fixed,net_structure,hidden_fct,p_drop,intermediate_q_feature,L2_pen,shape_penalty,Train_loss,Valid_loss,test_loss,test_MAE_q0.995,test_MAE_q0.999,test_MAE_q0.9995,test_MSE_q0.995,test_MSE_q0.999,test_MSE_q0.9995,learning_rate,n_epochs,lr_decay,patience_decay,min_lr,patience_stop,orthogonal_gpd
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,128h_128h_128h,tanh,0,TRUE,0,0,1.787628651,1.884836614,1.917978972,2.119150656,4.581589671,6.321247165,9.443185913,43.33204918,83.00409824,1.00E-04,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,20h_10h,tanh,0,TRUE,5.00E-06,0,1.790295541,1.884862304,1.911926329,1.854836913,4.515391823,6.328267341,6.831431723,40.37686889,79.39715975,0.001,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,256h_256h_256h_256h,tanh,0,TRUE,5.00E-06,0,1.784386575,1.885033906,1.918177247,1.916757777,4.336416752,6.194421304,6.872730015,36.60531314,77.28047046,1.00E-04,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,64h_64h_64h,tanh,0,TRUE,5.00E-04,0,1.792655349,1.885187626,1.915555149,2.262390309,4.835355975,6.539732207,11.72142081,54.43622307,99.13868079,1.00E-04,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,10h_10h_10h,tanh,0,TRUE,1.00E-06,0,1.795778513,1.885194719,1.910493463,2.032722858,5.059710396,7.184635031,7.542672975,48.44838924,101.222335,0.001,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,20h_10h,tanh,0,TRUE,0,0,1.789269209,1.885394692,1.912382245,1.820298487,4.567364607,6.495019429,6.423197925,41.46230558,85.03262424,0.001,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,128h_128h_128h,tanh,0,TRUE,5.00E-05,0,1.787220687,1.88569212,1.921458155,2.197541418,4.836444516,6.686074975,10.33108984,49.12137413,93.84364742,1.00E-04,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,128h_128h_128h,tanh,0,TRUE,5.00E-06,0,1.789829969,1.886129856,1.921989381,2.057404971,4.716058945,6.666976995,8.326000158,44.859126,92.4606019,1.00E-04,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,5h_3h_3h,tanh,0,TRUE,1.00E-04,0,1.802298516,1.886396825,1.919794291,1.979719389,4.475159891,6.212416803,7.063901151,36.32503143,69.64346347,0.001,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,20h_10h,tanh,0,TRUE,1.00E-04,0,1.801372349,1.886397839,1.911198884,2.067316961,5.121309265,7.206620365,8.21659973,47.50793757,93.20638758,0.001,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,32h_32h_32h_32h,tanh,0,TRUE,1.00E-06,0,1.7905114,1.886642635,1.918293685,2.058484908,5.278201979,7.565114409,7.578785771,53.57474634,115.3729713,0.001,1000,0.4,5,1.00E-05,20,TRUE
cosnorm2d_sigmoid,student_t,5000,10,4,0.8,FALSE,5h_3h_3h,tanh,0,TRUE,0.001,0,1.801610231,1.886732459,1.923591673,2.024392523,4.785194128,6.776179013,7.733538493,41.64084072,85.11990841,0.001,1000,0.4,5,1.00E-05,20,TRUE
