use_stl_remainder,use_mean_precip,n_train,p,interm_lvl,nb_fits,shape_fixed,rnn_type,num_layers,hidden_size,p_drop,intermediate_q_feature,L2_pen,shape_penalty,seq_len,learning_rate,scale_features,orthogonal_gpd,n_epochs,batch_size,lr_decay,patience_decay,min_lr,patience_stop,patience_lag,tol,Train_loss,Valid_loss,min_valid_loss,min_valid_e,test_loss,valid_qPredErr_q0.995,valid_qPredErr_q0.999,valid_qPredErr_q0.9995,valid_qloss_q0.995,valid_qloss_q0.999,valid_qloss_q0.9995,valid_propBelow_q0.995,valid_propBelow_q0.999,valid_propBelow_q0.9995,test_qPredErr_q0.995,test_qPredErr_q0.999,test_qPredErr_q0.9995,test_qloss_q0.995,test_qloss_q0.999,test_qloss_q0.9995,test_propBelow_q0.995,test_propBelow_q0.999,test_propBelow_q0.9995
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,1,8,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.65286114811897,2.38341999053955,2.38274642825127,147,15.3691129969903,3.04806364106676,1.60922018058113,1.13760585157446,0.148752636552121,0.042630023087517,0.024531823336059,0.999226903749517,1,1,-9.41285432769672,-10.4028477157146,-13.8837233650052,0.36241862817879,0.162212473321332,0.116680300966605,0.99038507996328,0.996714499685945,0.997342610040102
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,2,8,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.65488500148058,2.39720466732979,2.3956490457058,139,16.3346863312666,2.49057600666954,1.60922018058113,1.13760585157446,0.150393093733153,0.0418730527807052,0.0238954283199225,0.998453807499034,1,1,-10.7925324995834,-14.5813164512827,-16.9930754282069,0.370830164987022,0.159518828782458,0.112743775839816,0.989708653428033,0.995796492245253,0.996859448229212
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,3,8,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.7774827927351,2.47611990571022,2.47533842921257,104,11.8292072934279,1.93308837227233,0.987179136676555,1.13760585157446,0.185360325143783,0.0521024460974003,0.0302506631784749,0.99768071124855,0.999613451874758,1,-11.5809200263758,-11.5024447513904,-12.3290473334043,0.46410579759574,0.214636544459061,0.159444975783144,0.989322123979321,0.9964729187805,0.997584190945548
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,1,16,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.67096290737391,2.39611515402794,2.39520174264908,65,15.8769802580947,2.76931982386815,1.60922018058113,1.13760585157446,0.14719549533017,0.0416846008528622,0.0238517366549279,0.998840355624275,1,1,-10.2997902953381,-11.9422835656607,-13.8837233650052,0.37656656865839,0.171634513053842,0.128426669323379,0.989950234333478,0.996376286418322,0.997342610040102
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,2,16,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.62511992454529,2.3811976313591,2.37837600708008,140,15.0751139438775,2.49057600666954,1.60922018058113,1.13760585157446,0.15425760052652,0.0442595308663246,0.0255669310012078,0.998453807499034,1,1,-7.73753083326291,-9.74308949430908,-11.707176920764,0.313045622777908,0.111538900742671,0.0741555864043747,0.991206455041793,0.996859448229212,0.997680823307726
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,3,16,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.66511218249798,2.40125125646591,2.4008130133152,100,11.7984935035423,3.32680745826536,1.60922018058113,1.13760585157446,0.173202151483184,0.0572051595603109,0.0349044625795071,0.999613451874758,1,1,-2.90865723165958,-0.726393801767416,1.04116653836312,0.263380438872426,0.065478898853414,0.0376471800710753,0.993573947915157,0.998840411653863,0.999661786732377
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,1,32,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.68091471493244,2.39841067790985,2.39753100275993,77,15.2460443322005,3.04806364106676,1.60922018058113,1.13760585157446,0.144582262509473,0.0415923935467586,0.0238992882671714,0.999226903749517,1,1,-9.70849965024386,-13.0418806013365,-15.1274641902859,0.386156899342745,0.181339819964561,0.136278009890292,0.990240131420013,0.996134705512876,0.997149345315746
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,2,32,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.64190518856049,2.39126920700073,2.38858631253242,79,13.1966404044877,2.76931982386815,1.60922018058113,1.13760585157446,0.161806804667444,0.0496091187584681,0.0293631778815016,0.998840355624275,1,1,-4.09123852184815,-4.9048625373355,-4.86660238172017,0.270881813478733,0.0831113374371789,0.0461825992722685,0.992994153742088,0.997922404213171,0.998743779291685
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,3,32,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.64207013696432,2.39099487662315,2.37642446160316,60,12.4630019695024,3.32680745826536,1.60922018058113,1.13760585157446,0.171296174189289,0.0544867912757226,0.032761007494264,0.999613451874758,1,1,-0.740591532980535,-1.82599083744323,-1.75725031851844,0.250594538953979,0.0748153024757863,0.0410098524105551,0.994636903899116,0.998598830748418,0.999226941102575
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,1,64,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.6596687734127,2.39707514643669,2.39302605390549,30,12.1166038204337,3.32680745826536,1.60922018058113,1.13760585157446,0.170179704672617,0.0554036536942508,0.0335429501464438,0.999613451874758,1,1,-2.02172126401815,-3.80526550165969,-3.93379676275966,0.304314267325879,0.109666283419815,0.0683384327622583,0.994008793544958,0.998163985118616,0.998888727834952
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,2,64,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.64034578204155,2.4074125289917,2.40240153670311,78,11.144166013379,3.32680745826536,1.60922018058113,1.13760585157446,0.19440613473309,0.0683652334082066,0.0430109753523927,0.999613451874758,1,1,1.03328040230232,1.47280026958421,1.66303695100347,0.259289871350895,0.0756189010720806,0.0425248964342399,0.995506595158719,0.999323573464753,0.999758419094555
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,3,64,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.66779805719852,2.40234431624413,2.39940795302391,71,11.8275451628694,3.32680745826536,1.60922018058113,1.13760585157446,0.174822574268764,0.0579714767475455,0.0353686362311729,0.999613451874758,1,1,0.441989757208036,-0.0666355803619286,0.108360919402599,0.255904806079044,0.0780184243795375,0.0443399818240399,0.995216698072184,0.99898536019713,0.99951683818911
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,1,128,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.69945146143436,2.42185041308403,2.41293367743492,7,11.1822214451064,3.60555127546397,1.60922018058113,1.13760585157446,0.178372189107734,0.062115328352753,0.0387557567105941,1,1,1,-1.82462438232006,-2.26582965171355,-1.75725031851844,0.330786534679023,0.124418811938678,0.0813056600027637,0.994105425907136,0.99850219838624,0.999226941102575
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,2,128,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.66074247658253,2.39946725964546,2.39204621315002,22,17.2253770954841,2.76931982386815,1.60922018058113,1.13760585157446,0.148058106108721,0.0415524929163111,0.0236023020010784,0.998840355624275,1,1,-10.1026934136401,-13.2618000084717,-14.5055937776455,0.326652175390698,0.137443489748689,0.0972953685403641,0.990046866695656,0.996086389331787,0.997245977677924
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,3,128,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.64492975175381,2.40100914239883,2.38054013252258,27,12.393275544074,3.04806364106676,1.60922018058113,1.13760585157446,0.174021108580588,0.0551397079800115,0.0331970502057873,0.999226903749517,1,1,-3.59849631760291,-4.68494313020034,-3.62286155643948,0.293449743132555,0.103572453253918,0.0668841898436577,0.993235734647533,0.99797072039426,0.998937044016041
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,1,256,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.70096842944622,2.42918056249619,2.42257505655289,12,10.5181602600696,3.60555127546397,1.60922018058113,1.13760585157446,0.200817548725993,0.0753796433178033,0.0486810228552311,1,1,1,0.441989757208036,0.813042048178721,-0.202574286917575,0.32130043076851,0.11392022732377,0.0733340340410426,0.995216698072184,0.999178624921486,0.99946852200802
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,2,256,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.65274574607611,2.39553704857826,2.39416667819023,36,16.7314750391989,2.49057600666954,1.60922018058113,1.13760585157446,0.149008091187848,0.0418699488459602,0.0238678459911495,0.998453807499034,1,1,-9.80704809109291,-13.0418806013365,-15.1274641902859,0.331559907437034,0.140241077879981,0.0997552561641162,0.990191815238924,0.996134705512876,0.997149345315746
FALSE,FALSE,7762,7,0.8,3,TRUE,lstm,3,256,0,TRUE,0,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,5,1e-05,2.64901193976402,2.40065157413483,2.39069098234177,16,16.1359921930404,2.49057600666954,0.987179136676555,1.13760585157446,0.154105540223657,0.0431439038338759,0.0244428112450009,0.998453807499034,0.999613451874758,1,-9.51140276854577,-12.6020417870662,-15.7493346029262,0.33461320372448,0.139174146523914,0.0979601074599524,0.990336763782191,0.996231337875054,0.997052712953568
