Y_distr,n,df,interm_lvl,nb_fits,shape_fixed,rnn_type,num_layers,hidden_size,p_drop,intermediate_q_feature,L2_pen,shape_penalty,seq_len,learning_rate,scale_features,orthogonal_gpd,n_epochs,batch_size,lr_decay,patience_decay,min_lr,patience_stop,tol,Train_loss,Valid_loss,min_valid_loss,min_valid_e,test_MAE_q0.995,test_MAE_q0.999,test_MAE_q0.9995,test_MSE_q0.995,test_MSE_q0.999,test_MSE_q0.9995
foldnormal,5000,4,0.8,3,TRUE,lstm,2,128,0,TRUE,1e-05,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.15829753875732,1.16941249370575,1.15144208073616,35,0.610159536765641,0.753975947283417,0.812893433941873,0.924159163423199,1.45417727225455,1.70903773266736
foldnormal,5000,4,0.8,3,TRUE,lstm,3,128,0,TRUE,1e-05,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.17296621017158,1.17238262295723,1.16176953911781,24,0.725338039074623,0.901156549945816,0.961476911687582,1.18084177876055,1.85975209410064,2.15996908127563
foldnormal,5000,4,0.8,3,TRUE,lstm,1,256,0,TRUE,1e-05,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.16463721729815,1.16718202829361,1.15992048382759,40,0.540851472879071,0.660832267175484,0.710199318586466,0.6584674819979,1.01951189740589,1.19739860072434
foldnormal,5000,4,0.8,3,TRUE,lstm,2,256,0,TRUE,1e-05,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.17806477658451,1.17958274483681,1.17097055912018,73,0.673724568382427,0.837397479123754,0.900851460259613,1.08204616627844,1.68398546524458,1.96630923101448
foldnormal,5000,4,0.8,3,TRUE,lstm,3,256,0,TRUE,1e-05,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.20928781479597,1.18281760811806,1.18202513456345,15,0.99810131952267,1.32341071736732,1.45029480625964,1.82421567286856,3.00534157839452,3.55550506748886
foldnormal,5000,4,0.8,3,TRUE,lstm,1,32,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.17842263914645,1.18059375882149,1.17901828885078,72,0.716599809217546,1.44008505479195,1.81217668894089,0.725353794320069,2.52310866609481,3.88491667811071
foldnormal,5000,4,0.8,3,TRUE,lstm,2,32,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.16183000616729,1.17426851391792,1.16665422916412,88,0.544856380598742,0.664479834124747,0.709599800582169,0.687514465762252,1.06094797359513,1.23902245715024
foldnormal,5000,4,0.8,3,TRUE,lstm,3,32,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.16959998197854,1.16956061124802,1.16667032241821,49,0.717605769112013,0.889668797337913,0.950538893699785,1.05355824058075,1.62617594716224,1.88222209763359
foldnormal,5000,4,0.8,3,TRUE,lstm,1,64,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.16645573358983,1.16436842083931,1.16199257969856,29,0.410090355089184,0.482448478005565,0.508827390269862,0.365233227242987,0.520247955356784,0.595706277928712
foldnormal,5000,4,0.8,3,TRUE,lstm,2,64,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.18162658717483,1.16710588335991,1.16179966926575,14,0.579084755406197,0.710789303342633,0.756429153442373,0.71896486031025,1.0906502574712,1.26272794894624
foldnormal,5000,4,0.8,3,TRUE,lstm,3,64,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.2080612173304,1.18301352858543,1.17668682336807,154,1.0022490656968,1.31372708495722,1.43210334711586,1.83287010679103,2.99212080559598,3.52204381232722
foldnormal,5000,4,0.8,3,TRUE,lstm,1,128,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.16820136643946,1.16062712669373,1.16058725118637,332,0.429200101544844,0.505137354432802,0.546067296034907,0.414823048078947,0.63455952427961,0.770404912892961
foldnormal,5000,4,0.8,3,TRUE,lstm,2,128,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.20126528292894,1.17460957169533,1.1599272787571,167,0.843781985812839,1.10684451511109,1.20931372061022,1.48698739083732,2.37824977175359,2.79216640811871
foldnormal,5000,4,0.8,3,TRUE,lstm,3,128,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.20839365758002,1.18251121044159,1.17677202820778,57,1.00977379939536,1.34965481894167,1.48331867125377,1.81809235101507,3.03359927981023,3.60449389255371
foldnormal,5000,4,0.8,3,TRUE,lstm,1,256,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.19868225604296,1.17368271946907,1.16536989808083,25,0.868690476349522,1.1313722054028,1.22834756268486,1.50111794798383,2.41063184016313,2.82196312863527
foldnormal,5000,4,0.8,3,TRUE,lstm,2,256,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.18135315738618,1.17767229676247,1.16417482495308,324,0.714719337736019,0.886972818242091,0.945031102293456,0.943362002432143,1.46674591971514,1.69272555996885
foldnormal,5000,4,0.8,3,TRUE,lstm,3,256,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,1.20440354198217,1.17762041091919,1.17680901288986,375,0.946749104314677,1.25552348502425,1.37430573285622,1.61946769633057,2.66733007307314,3.15135850992894
