test_resid_q0.995,test_resid_q0.999,test_resid_q0.9995
0.6129058264234803,0.8738187544581448,0.9628399939126284
0.3139329566119722,0.5533620501024954,0.6327949869487659
0.060526732864011557,0.13631917562347962,0.15533627633718972
0.5343472723797973,0.8754223274027071,0.9950932959392373
-0.02178960590688206,0.10309112058997894,0.14089605994705945
0.8391209910587927,1.2680531166274216,1.4226927856824085
0.4518668310497693,0.5751664467207132,0.6131657706466056
0.7336257752669422,1.0531894371475214,1.164396788901323
0.3924555567351442,0.5472431551130432,0.5940534872557759
0.4227747534679738,0.5121145104007123,0.5332287268150555
0.42026376764455975,0.5084047800181697,0.5285591929698867
0.07593454747880912,0.015028665105752737,-0.02174893700153646
-0.11352205626761247,-0.20093251050480276,-0.2498485925110483
0.5511235062194917,0.7150209036548194,0.7649815640582052
0.7659606678877315,1.0678671267005608,1.1721272749988296
0.5562004035758203,0.7820069994564056,0.8557400588964725
-0.5950852353573248,-0.8012061134549979,-0.8928917980823696
1.0785264982815326,1.4674146626602766,1.605897649261827
0.5630117244915338,0.7820523575356289,0.8562088732324495
0.6055367684915725,0.9498099088225747,1.0717001455428337
-0.09150537368265077,-0.1487955666718106,-0.18057193200505317
0.8300574372751237,1.145214826316149,1.2546885357835986
0.40878591388577856,0.6662493935751517,0.7519756047570816
0.3707188914028121,0.5519406604557533,0.6088027541176793
0.4640276906321814,0.6779071245249932,0.7475331470388404
0.27250185374450986,0.4525956328201026,0.508925951725768
0.07045999479984211,0.19706382463198402,0.23191038743523684
0.07460078162471362,0.19311570350575913,0.22514625562734736
0.5700727214714449,0.8929512128713109,1.005462779964458
0.4370959725251904,0.7936870985662754,0.9194832482326136
-0.4338004662405286,-0.38383665421371305,-0.37474466657301964
0.6552621420055535,1.0361449595133712,1.1714821681889012
0.7316759637455501,1.0412703214676675,1.1485552635378289
1.1351449274388878,1.586916809808372,1.7501607688583025
0.17862993505484148,0.2881659259416498,0.3205794111589322
-0.36894022491019385,-0.45348631675995943,-0.49562355106448397
0.38015560849827423,0.5832501008613686,0.6515057063329452
0.4667122970256301,0.5522275171111852,0.5770223609785212
1.4698014445638474,1.9936517623984802,2.18639458124819
1.4852133598125068,2.0744033399705977,2.2916948140428355
1.5493687865272627,2.1348951196167913,2.351324031696535
0.34699264337930913,0.4770869863043439,0.5185946307705045
1.384705311537875,1.9164228633591316,2.1114223371635363
-0.1388278832436285,0.07696207733895832,0.14670686957944135
0.2187988698299339,0.4027271291861645,0.46133735216530614
0.20329857880129154,0.405486046172161,0.46902754159254023
-0.08628733476710337,-0.04374073128176548,-0.0411600783173558
0.15979872692543395,0.36858842954194593,0.43277362792040464
0.5361183946394137,0.7276564118851638,0.788468860473607
0.38492583895581145,0.5457401042163692,0.5945073998195891
-0.27938203226368685,-0.4276349382269098,-0.496276401972759
0.4350079422430104,0.6863853775557658,0.7677534300042481
0.7332005060715145,0.9356460397931965,1.0011095411392787
-0.21221910322726778,-0.2197622150905536,-0.23350873645900538
0.5314393240638227,0.8899959014418819,1.0165581987195482
0.22927080024770685,0.5107821100385799,0.6079389624619278
0.34946699439239737,0.6053923312494671,0.690958857848667
0.30552630070735187,0.40900343244140114,0.43720225904087684
0.122091807519495,0.17937017647171682,0.18876823165371448
-0.13252604801805923,-0.09300983968307452,-0.08951652667636534
0.28493167745509407,0.5100450147482398,0.5840910098119414
0.10577192372991195,0.17298279945626494,0.18951411406420782
1.1844162548677524,1.6613764762590968,1.834511729312415
0.5978381384081883,0.7870391242346333,0.8508869401104944
0.6543822061988971,1.012147723742303,1.138339455061411
0.25140021225220277,0.3192916020809875,0.3354857962661626
-0.14518219717637493,-0.011377516717722358,0.026743206724709978
-0.2910710637021321,-0.3524056397994846,-0.388502043975798
-0.008944029599946113,0.04452700876008109,0.05253274015835707
0.2162232260841801,0.32506426174239245,0.3533629589188507
-0.18158333098312607,-0.1801207640631146,-0.1916075921601701
0.9595944170588755,1.3209622269495025,1.4486173660678574
-0.13268957422417316,-0.2071935054973899,-0.24587830446414838
0.7273065579537175,1.0840928620968509,1.2099454137703871
0.10796287908972246,0.07523176594144587,0.05250821950476592
0.13542450657039318,0.2171795083979653,0.23482135385174452
-0.12113891711696745,-0.1136781338513515,-0.12578738015617397
0.08295401096984456,0.1910667558888104,0.2167459269922034
0.17369855354883956,0.16352689942124066,0.14500032230791682
0.20934441749425048,0.30286484963542115,0.32303715959108814
0.1738682072630695,0.19780096205617248,0.19269272003214866
0.05096880438731688,-0.009403035881861754,-0.047680810582546584
0.5232836172414306,0.5919361029443149,0.6043876729348252
0.3800394542742467,0.45334363866364136,0.4676560111841823
0.2703193107607085,0.3495990538098086,0.36859297462191076
0.4585752012555844,0.6811579164446426,0.7536877918149631
0.5123320212576612,0.6933921985641671,0.7496744992815767
0.5503097629316933,0.811474512240693,0.8997048882152594
0.46844196146120076,0.636264878468765,0.690474245210086
0.08136604307571282,0.216248672653518,0.255928139560508
-1.1924595132640974,-1.4935919091994503,-1.623007350972328
-0.5134046461058785,-0.551788479371611,-0.5814151014719329
0.17748736631971163,0.3039463437369161,0.33754109470875804
-0.43879752449231724,-0.5561260344697878,-0.6153832898648144
-0.19912199640843475,-0.15605302258230935,-0.15363214425346783
0.11883321329343843,0.20017649665649806,0.2188913012202658
-0.028355839726820875,0.21039587443419983,0.28606773299665456
0.5250091737497629,0.742329531229748,0.8119334604273245
0.16995818080362923,0.309614076087966,0.35002343388755897
0.1161626162236189,0.19660736151530678,0.21284395744227602
-0.9186990957079351,-1.1262296291732454,-1.2193789820559964
-0.24226086495438448,-0.2438497312757093,-0.2589994217509233
-0.056613614841867665,-0.008491598413023382,-0.0015957581387455733
0.0700319870064714,0.25159749178583546,0.30888377068064
-0.5833818052150574,-0.6936107972268202,-0.747075422873853
-0.0854761343735655,0.06664548492865752,0.11197298400484179
-1.5912138335778527,-1.9733827874962122,-2.134773272633531
-0.18913113514890156,-0.10085028190436773,-0.0796376607640994
-0.07148887595445785,0.11550739617806816,0.1745562818024844
-0.6513875798861379,-0.5855404353091567,-0.572495273772752
-1.410166840484469,-1.6364555120501416,-1.7339969792540657
0.7702099275329823,0.9540735917944518,1.0170788573648588
1.1763042697434294,1.5494644892850582,1.6846859910175889
