Y_distr,n,df,interm_lvl,Train_loss,Valid_loss,test_MAE_q0.995,test_MAE_q0.999,test_MAE_q0.9995,test_MAE_sd_q0.995,test_MAE_sd_q0.999,test_MAE_sd_q0.9995,test_MSE_q0.995,test_MSE_q0.999,test_MSE_q0.9995,test_MSE_sd_q0.995,test_MSE_sd_q0.999,test_MSE_sd_q0.9995,nb_fits,shape_fixed,rnn_type,num_layers,hidden_size,p_drop,intermediate_q_feature,L2_pen,shape_penalty,seq_len,learning_rate,scale_features,orthogonal_gpd,n_epochs,batch_size,lr_decay,patience_decay,min_lr,patience_stop,tol,params_string
foldnormal,5000,4,0.7,1.23997150361538,1.17136066406965,0.585320886127083,0.738867102356576,0.789470240573893,0.503866790063694,0.603703222099619,0.646602561348831,0.596431505517259,0.91030928380219,1.0412745141202,2.17193218298289,3.11586235076467,3.56764993100806,3,TRUE,lstm,1,128,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,reqrn_lstm_1x128_u_s10_do0_L21e-04_lr0p001_ilv70
foldnormal,5000,4,0.75,1.21796375513077,1.17134410142899,0.465021523664974,0.545106308665811,0.593866057949818,0.473229927149323,0.622083526455521,0.699469769596517,0.440146792108658,0.684051404051825,0.841837001772546,1.5736022423328,2.50218779632751,2.99414984509579,3,TRUE,lstm,1,128,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,reqrn_lstm_1x128_u_s10_do0_L21e-04_lr0p001_ilv75
foldnormal,5000,4,0.8,1.16820136643946,1.16062712669373,0.429200101205189,0.505137354832087,0.546067294676284,0.480267103038334,0.616012771846862,0.687248105138559,0.414823085837326,0.634559587978195,0.770404986340013,1.63668846757966,2.54181016093328,3.03829186914493,3,TRUE,lstm,1,128,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,reqrn_lstm_1x128_u_s10_do0_L21e-04_lr0p001_ilv80
foldnormal,5000,4,0.85,1.11145829223096,1.07698908448219,0.628516687728398,0.83672451292449,0.915877951252045,0.711260582554873,0.871891336989484,0.938611036984216,0.900823664726114,1.46015037514533,1.71964690220248,4.05359980796501,6.01598737422305,6.91947846401606,3,TRUE,lstm,1,128,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,reqrn_lstm_1x128_u_s10_do0_L21e-04_lr0p001_ilv85
foldnormal,5000,4,0.9,1.05557084083557,1.04811215400696,0.62100194715637,0.814075634535238,0.88810861527987,0.693734920336929,0.858169738392668,0.926358782934446,0.866815304438948,1.39902714757691,1.64670587913517,3.33478483275252,4.92558130652413,5.67659014252113,3,TRUE,lstm,1,128,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,reqrn_lstm_1x128_u_s10_do0_L21e-04_lr0p001_ilv90
foldnormal,5000,4,0.95,1.07954651117325,0.95857971906662,1.25199538511568,5.71077588198754,9.38100482504291,0.500438544627205,0.98221116499126,1.5230292276364,1.81788109355217,33.5775069991696,90.3224056321074,1.65985520946388,11.8969990002545,30.975691928131,3,TRUE,lstm,1,128,0,TRUE,1e-04,0,10,0.001,TRUE,TRUE,1000,256,0.4,5,1e-05,20,1e-05,reqrn_lstm_1x128_u_s10_do0_L21e-04_lr0p001_ilv95
