test_resid_q0.995,test_resid_q0.999,test_resid_q0.9995
0.6623737174836561,0.8661915885075127,0.9254281924296004
0.46062452817214794,0.6446686134311674,0.694265925431675
0.3850843793741747,0.48952512344281995,0.512709024707477
0.24419670661520954,0.3675553134906693,0.39653720571299633
0.02959297910289216,0.09590964415362802,0.10478612718877311
0.3130883207531907,0.45214364521090555,0.48922191299560236
1.0049074958536668,1.294402574588295,1.3884358276772861
0.851965933579546,1.1309029020696277,1.2179707457807023
0.9643723165047051,1.263709084205856,1.3562332407098978
1.197716452663765,1.5083404989981855,1.6040384037486
0.8673413063521309,1.0841153092008344,1.1437372679884348
0.6851846625969307,0.8643761964036365,0.9099987005118635
0.7821395897407566,1.0398532755411338,1.1117611728697145
0.3068779300333295,0.380588480305482,0.3877851402414354
0.16222427855565957,0.2224471371472525,0.22701146527116212
0.6618196148139619,0.8995628972058709,0.9685517712701515
0.27192274469954913,0.4151765258341351,0.44831693645987336
0.5390545913129667,0.6901356942866848,0.7303796471600865
0.4689207716557151,0.623066525285461,0.6654906421612701
0.16440298241502482,0.2755070828680184,0.30148823461759466
0.9532960948690539,1.2398164474671596,1.3316011122806657
1.1407082907706574,1.4687219421554403,1.5741548059980683
0.5430334434822068,0.7457327675303791,0.8013665717715437
0.7067206046422871,0.8999228245593374,0.9524669769895766
0.6256171740553897,0.782272217665235,0.8215213848947212
0.43743975724577844,0.5744937903217409,0.6057760823447644
0.26044279953781313,0.4058613924966785,0.43863691091486245
0.26104213953740896,0.3956781527073048,0.4248492993965982
0.038883017439543366,0.06816269510908857,0.061468930327417404
-0.1738447704778583,-0.15414896982659698,-0.16381633765889525
-0.5349396067948264,-0.5654786218374381,-0.5930935063692413
0.32221982650046854,0.5136449780307393,0.5689150373741869
0.7882210135968721,1.0792780764498753,1.17072461047825
0.5740436588595736,0.7432787131394196,0.7914862708615606
0.43582026126501017,0.5868250839468034,0.6282965882290155
0.26839620937581277,0.4030342840881076,0.43784571941091777
0.40562938581401387,0.5704473044703402,0.617201445591097
0.9651571849969525,1.224338978246732,1.3089904192958022
0.8382174637248614,1.0707844638387023,1.1459001586294972
0.6538888274453996,0.8619341416008739,0.9271209328414818
0.7809303918950179,1.0047413260127191,1.0767206015273922
0.5665798569908524,0.7611772646692696,0.8210132937044285
0.8089536349143502,1.0518951036355775,1.129697351272263
-0.14176576576193245,-0.01611104527199103,0.010502521910215279
0.46514202541024385,0.6285204883108664,0.6710054093415847
0.6472297385288339,0.8617117599939057,0.920094624791286
0.47636559560937375,0.6034794204743861,0.629191034758243
0.38886748195835175,0.5349789986659683,0.5646375936810877
0.48944775415477615,0.5644712609900857,0.5726116077147605
0.5425337990875567,0.6923282987562782,0.7280942663605448
0.5658005486381503,0.7345721871256741,0.7787684650880333
0.5153399709274629,0.7605170376704073,0.8288432909596608
0.5843403959007283,0.741033053068648,0.780635966852417
